"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk"
"MICHAELPALMER","Michael Palmer","TE","PIT",483,NA,118,2.20367398332183,NA,NA,NA,NA,NA,4.4375,NA,NA,NA,NA,0.75,1.25,NA,NA,NA,NA,1.2875,2.20367398332183,-116.151250293109,NA,2.00032549434669,2.49707618814281
"JUSTINBROWN","Justin Brown","WR","PIT",484,NA,156,27.2063329237779,NA,NA,35.875,NA,NA,26.9125,NA,NA,19.5,40.125,NA,NA,1,NA,NA,NA,20.56875,27.2063329237779,-116.192888765833,NA,15.4631406496223,5.14933421575097
"RICHARDQUINN","Richard Quinn","TE","NO",485,NA,119,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,2.125,2.125,-116.22992427643,NA,NA,NA
"ACLEONARD","A.C. Leonard","TE","MIN",486,NA,120,1.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.875,NA,NA,NA,NA,NA,1.9375,1.9375,-116.41742427643,NA,NA,NA
"MICHAELHILL","Michael Hill","RB","GB",487,NA,181,1.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,4.4,NA,NA,NA,NA,NA,1.96666666666667,1.5,-116.42781420107,NA,2.05060966544099,2.50698248150778
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",488,NA,157,26.875,NA,NA,NA,NA,NA,NA,37.875,NA,NA,NA,15.875,NA,NA,NA,NA,NA,26.875,26.875,-116.52422168961,NA,15.556349186104,5.16769687514087
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",489,NA,121,1.83062906027434,NA,NA,NA,NA,NA,5.0625,1.5,NA,NA,NA,1.875,1.25,NA,NA,NA,NA,1.61458333333333,1.83062906027434,-116.524295216156,NA,1.77905566593629,2.45348466052394
"JOSHHUFF","Josh Huff","WR","PHI",490,NA,158,26.7562418781602,NA,NA,40.25,NA,NA,36.9375,NA,NA,24.75,25,19.9,9.375,25,36.375,NA,14.325,23.7523611111111,26.7562418781602,-116.64297981145,NA,10.507833965798,4.17310808623428
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",491,NA,122,1.55,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,-116.80492427643,NA,NA,NA
"CIERREWOOD","Cierre Wood","RB","BAL",492,NA,182,1.10000488594203,NA,NA,NA,NA,NA,NA,0.4,NA,1.1,NA,1.1,2.5,NA,NA,NA,NA,0.728571428571429,1.10000488594203,-116.827809315128,NA,0.880814017448254,2.27652548850405
"TEDBOLSER","Ted Bolser","TE","WAS",493,NA,123,1.5,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,-116.85492427643,NA,NA,NA
"ROBERTHUGHES","Robert Hughes","RB",NA,494,NA,183,0.9525,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,2.798125,0.9525,-116.97531420107,NA,3.57619254585096,2.80753176445351
"REXBURKHEAD","Rex Burkhead","RB","CIN",495,NA,184,0.869506025412299,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.05,2.75,NA,NA,NA,NA,0.98125,0.869506025412299,-117.058308175658,NA,1.33143093449617,2.36529981406909
"DCJEFFERSON","D.C. Jefferson","TE",NA,496,NA,124,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,1.25,1.25,-117.10492427643,NA,NA,NA
"JUSTICECUNNINGHAM","Justice Cunningham","TE","STL",496,NA,124,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625,1.25,NA,NA,NA,NA,0.958333333333333,1.25,-117.10492427643,NA,0.265165042944955,2.15523882475786
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",498,NA,126,1.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.125,NA,NA,NA,NA,NA,1.1875,1.1875,-117.16742427643,NA,0.0883883476483184,2.12041272012915
"JERONMASTRUD","Jeron Mastrud","TE","CHI",499,NA,127,1.06412153715837,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,0.875,NA,NA,NA,NA,0.8575,1.06412153715837,-117.290802739272,NA,0.325205063511215,2.16706708093518
"CHASEREYNOLDS","Chase Reynolds","RB","STL",500,NA,185,0.625,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.625,0.625,-117.30281420107,NA,0.176776695296637,2.1378257724435
"ZACHLINE","Zach Line","RB","MIN",500,NA,185,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.75,NA,NA,NA,NA,NA,1,0.625,-117.30281420107,NA,1.06066017177982,2.31195629558703
"TAURENPOOLE","Tauren Poole","RB","PIT",502,NA,187,0.575,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,0.575,-117.35281420107,NA,NA,NA
"CHRISGRONKOWSKI","Chris Gronkowski","RB","SD",503,NA,188,0.435,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.435,-117.49281420107,NA,NA,NA
"JONVAUGHN","Jon Vaughn","RB",NA,504,NA,189,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0.4,0.4,-117.52781420107,NA,NA,NA
"MIKEGOODSON","Mike Goodson","RB",NA,504,NA,189,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,32.5,NA,NA,8.325,0.4,-117.52781420107,NA,22.4152849636136,6.51894973473463
"MONTELLOWENS","Montell Owens","RB","DET",506,NA,191,0.3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675,1.625,NA,NA,NA,NA,0.575,0.3375,-117.59031420107,NA,0.67175144212722,2.23533886540388
"JAMIZEOLAWALE","Jamize Olawale","RB","OAK",507,NA,192,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.3,NA,NA,NA,NA,NA,1.6,0.3,-117.62781420107,NA,2.9698484809835,2.68807822557705
"KIEROSMALL","Kiero Small","RB","SEA",507,NA,192,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,0.3,0.3,-117.62781420107,NA,0.282842712474619,2.15872143522073
"STEPHENHOUSTON","Stephen Houston","RB","PIT",507,NA,192,0.3,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,-117.62781420107,NA,NA,NA
"JOEBANYARD","Joe Banyard","RB","MIN",510,NA,195,0.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,1.125,NA,NA,NA,NA,0.4,0.2375,-117.69031420107,NA,0.459619407771256,2.19354753984943
"KEILANDWILLIAMS","Keiland Williams","RB",NA,511,NA,196,0.2175,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2175,0.2175,-117.71031420107,NA,NA,NA
"MATTHEWTUCKER","Matthew Tucker","RB","PHI",512,NA,197,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.5,NA,NA,NA,NA,0.475,0.2,-117.72781420107,NA,0.777817459305202,2.2562345281811
"MARCELJENSEN","Marcel Jensen","TE","JAX",513,NA,128,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.625,0.625,-117.72992427643,NA,NA,NA
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",514,NA,159,25.6558148922982,26.355,NA,26.5,NA,NA,26.75,35.375,9.625,24.375,15.625,17.875,4.375,26.25,45.125,NA,NA,23.4459090909091,25.6558148922982,-117.743406797312,NA,11.3869608444364,4.34630153012117
"ALFONSOSMITH","Alfonso Smith","RB","SF",515,NA,198,0.1625,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,3.68125,0.1625,-117.76531420107,NA,7.19481149857312,3.5204221262031
"RONNIEWINGO","Ronnie Wingo","RB","BUF",516,NA,199,0.1,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,-117.82781420107,NA,NA,NA
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",517,NA,200,0.05,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,-117.87781420107,NA,NA,NA
"ALEXGREEN","Alex Green","RB","NYJ",518,NA,201,0,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,-117.92781420107,NA,NA,NA
"ANTHONYALLEN","Anthony Allen","RB","BUF",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"ANTONIOANDREWS","Antonio Andrews","RB","TEN",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"ARMONDSMITH","Armond Smith","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"BENMALENA","Ben Malena","RB","DAL",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"BERNARDSCOTT","Bernard Scott","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"BRADIEEWING","Bradie Ewing","RB","JAX",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.33333333333333,0,-117.92781420107,NA,NA,NA
"BRANDONJACKSON","Brandon Jackson","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"BRANDONJACOBS","Brandon Jacobs","RB","NYG",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"BRENNANCLAY","Brennan Clay","RB","DEN",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,NA,NA,NA,NA,0.875,0,-117.92781420107,NA,NA,NA
"CHRISPRESSLEY","Chris Pressley","RB","CLE",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DAMIENBERRY","Damien Berry","RB","BAL",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DARELSCOTT","DaRel Scott","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DARIUSREYNAUD","Darius Reynaud","RB","CHI",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DARRINREAVES","Darrin Reaves","RB","CAR",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DAVIDFLUELLEN","David Fluellen","RB","IND",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DEJIKARIM","Deji Karim","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DELONECARTER","Delone Carter","RB","JAC",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"DEXTERCARTER","Dexter Carter","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"EVANRODRIGUEZ","Evan Rodriguez","RB","BUF",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"HENRYJOSEY","Henry Josey","RB","PHI",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"ISAACREDMAN","Isaac Redman","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"JACOBHESTER","Jacob Hester","RB","DEN",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"JEREMIAHJOHNSON","Jeremiah Johnson","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"JOHNGRIFFIN","John Griffin","RB","NYJ",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"JORDANLYNCH","Jordan Lynch","RB","CHI",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"KAPRIBIBBS","Kapri Bibbs","RB","DEN",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"KENDIALLAWRENCE","Kendial Lawrence","RB","DAL",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"KERWYNNWILLIAMS","Kerwynn Williams","RB","SD",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,0.375,0,-117.92781420107,NA,NA,NA
"KORYSHEETS","Kory Sheets","RB","OAK",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"LAWRENCEVICKERS","Lawrence Vickers","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"MICHAELBUSH","Michael Bush","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.425,NA,NA,16.8083333333333,0,-117.92781420107,NA,NA,NA
"MICHAELSMITH","Michael Smith","RB","TB",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.425,NA,NA,NA,NA,0.35625,0,-117.92781420107,NA,NA,NA
"MIKECOX","Mike Cox","RB","ATL",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"MONTARIOHARDESTY","Montario Hardesty","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"OWENMARECIC","Owen Marecic","RB","CLE",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"PHILLIPTANNER","Phillip Tanner","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"QUINNJOHNSON","Quinn Johnson","RB","TEN",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"RAJIONNEAL","Rajion Neal","RB","GBP",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"RAYGRAHAM","Ray Graham","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"SENORISEPERRY","Senorise Perry","RB","CHI",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"SHAUNCHAPAS","Shaun Chapas","RB","DET",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"TASHARDCHOICE","Tashard Choice","RB",NA,518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.92781420107,NA,NA,NA
"TYLERGAFFNEY","Tyler Gaffney","RB","CAR",518,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.375,NA,NA,6.475,0,-117.92781420107,NA,NA,NA
"BRADSMELLEY","Brad Smelley","RB","HOU",562,NA,245,-0.03,1.605,NA,NA,NA,NA,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,-0.03,-117.95781420107,NA,0.339411254969543,2.16986578870191
"ERIKSWOOPE","Erik Swoope","TE","IND",563,NA,129,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,0.375,0.375,-117.97992427643,NA,NA,NA
"JAKEBALLARD","Jake Ballard","TE","ARI",564,NA,130,0.3125,NA,NA,NA,NA,NA,22.425,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,5.7625,0.3125,-118.04242427643,NA,15.4149278298667,5.1398359914379
"MICHAELWILLIAMS","Michael Williams","TE","DET",564,NA,130,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.3125,0.3125,-118.04242427643,NA,NA,NA
"NATHANOVERBAY","Nathan Overbay","TE","DET",564,NA,130,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,0.3125,0.3125,-118.04242427643,NA,NA,NA
"KAHLILBELL","Kahlil Bell","RB","GB",567,NA,246,-0.12,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,-0.12,-118.04781420107,NA,NA,NA
"ASAWATSON","Asa Watson","TE","NE",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"BRETTBRACKETT","Brett Brackett","TE","ARI",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"BRIANLEONHARDT","Brian Leonhardt","TE","OAK",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"CAMERONMORRAH","Cameron Morrah","TE","DEN",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"CHRISCOOLEY","Chris Cooley","TE","WAS",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"COLTLYERLA","Colt Lyerla","TE","GB",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"DANNYNOBLE","Danny Noble","TE","JAX",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"DAVIDTHOMAS","David Thomas","TE","NO",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"DUSTINKELLER","Dustin Keller","TE",NA,568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,NA,NA,2.8125,0,-118.35492427643,NA,NA,NA
"FENDIONOBUN","Fendi Onobun","TE","JAX",568,NA,133,0,NA,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.759375,0,-118.35492427643,NA,NA,NA
"JACKDOYLE","Jack Doyle","TE","IND",568,NA,133,0,NA,NA,NA,NA,NA,6.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0625,0,-118.35492427643,NA,NA,NA
"JAKEOCONNELL","Jake OConnell","TE","DEN",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"JOELDREESSEN","Joel Dreessen","TE","DEN",568,NA,133,0,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31666666666667,0,-118.35492427643,NA,NA,NA
"KEAVONMILTON","Keavon Milton","TE","CLE",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"KEVINBOSS","Kevin Boss","TE",NA,568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"KONRADREULAND","Konrad Reuland","TE","NYJ",568,NA,133,0,NA,NA,NA,NA,NA,5.875,NA,NA,NA,NA,NA,21.625,NA,NA,NA,NA,5.5,0,-118.35492427643,NA,11.1369318036881,4.29704425942323
"KORYSPERRY","Kory Sperry","TE","ARI",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"KYLEADAMS","Kyle Adams","TE","TB",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"MATTFURSTENBURG","Matt Furstenburg","TE","BAL",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"MIKELEACH","Mike Leach","TE","ARI",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"NATEBYHAM","Nate Byham","TE",NA,568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"SEANMCGRATH","Sean McGrath","TE","KC",568,NA,133,0,NA,NA,NA,NA,NA,20.275,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,5.405,0,-118.35492427643,NA,9.56361921554806,3.98709192822776
"TONYSCHEFFLER","Tony Scheffler","TE",NA,568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"TREYBURTON","Trey Burton","TE","PHI",568,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-118.35492427643,NA,NA,NA
"FREDDAVIS","Fred Davis","TE","WAS",592,NA,157,-0.15,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,-0.15,-118.50492427643,NA,NA,NA
"TOMCRABTREE","Tom Crabtree","TE","TB",592,NA,157,-0.15,15.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95166666666667,-0.15,-118.50492427643,NA,NA,NA
"DORINDICKERSON","Dorin Dickerson","TE","DET",594,NA,159,-0.27,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-0.27,-118.62492427643,NA,NA,NA
"DAVIDWILSON","David Wilson","RB","NYG",595,NA,247,-0.72,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.225,NA,NA,NA,19.4845535714286,-0.72,-118.64781420107,NA,116.633728022815,25.080566979742
"NICKTOON","Nick Toon","WR","NO",596,NA,160,24.5315968414099,66.3,NA,NA,NA,NA,21.85,4.375,11,43.625,24.75,36.75,7.5,5.875,26.625,NA,18.3,24.2022727272727,24.5315968414099,-118.867624848201,NA,18.8033876299893,5.80738357360767
"DAVONEBESS","Davone Bess","WR",NA,597,81,161,24.075,90.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,37.1216666666667,24.075,-119.32422168961,0,45.8134483530764,6.46510492159258
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",598,162.304545454545,31,125.543713902038,NA,211.34,200.38,93.1,NA,152.476,110.5,63.7,110.16,154.2,138.14,135.1,NA,126.9,NA,95.47,128.866615384615,125.543713902038,-119.538600214485,18.6883828985628,43.0678297780127,8.20668386019077
"VICKBALLARD","Vick Ballard","RB","IND",599,NA,248,-1.71,32.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.15,NA,NA,NA,10.0849107142857,-1.71,-119.63781420107,NA,13.8486863095385,4.83127670442757
"ROYFINCH","Roy Finch","RB","NEP",600,NA,249,-2.4,NA,NA,NA,NA,NA,NA,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,-2.4,-120.32781420107,NA,NA,NA
"KENDALLHUNTER","Kendall Hunter","RB","SF",601,NA,250,-2.88,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,NA,NA,NA,15.5942857142857,-2.88,-120.80781420107,NA,21.0717820793591,6.25427133955647
"DAMIANWILLIAMS","Damian Williams","WR","MIA",602,NA,162,21.8754013680684,11.53,53.875,31.375,NA,NA,36.975,10.625,20,8.75,NA,0.375,21,NA,NA,NA,NA,18.9525,21.8754013680684,-121.523820321542,NA,16.6358584840098,5.38036689758607
"KEVINWALTER","Kevin Walter","WR",NA,603,NA,163,21.8025,44.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8025,21.8025,-121.59672168961,NA,NA,NA
